,word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
7358,limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7359,limitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7360,limited,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7361,limitless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7362,limousine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7363,limp,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7364,lin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7365,line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7366,lineage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7367,lineal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7368,linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7369,lined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7370,linen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7371,liner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7372,lines,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7373,linger,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7374,lingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7375,lingual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7376,linguist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7377,linguistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7378,linguistics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7379,lining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7380,link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7381,linoleum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7382,lint,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7383,lion,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7384,lip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7385,lipstick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7386,liquefaction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7387,liquefied,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7388,liqueur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7389,liquid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7390,liquidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7391,liquidation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7392,liquidator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7393,liquidity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7394,liquor,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
7395,lisp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7396,list,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7397,listen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7398,listener,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7399,listing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7400,listless,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7401,litany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7402,literally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7403,literary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7404,literature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7405,lithe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7406,lithograph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7407,lithography,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7408,lithology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7409,lithosphere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7410,litigant,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7411,litigate,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7412,litigation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7413,litigious,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7414,litter,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7415,littoral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7416,liturgy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7417,livelihood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7418,livery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7419,livid,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7420,living,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7421,llama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7422,load,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7423,loaf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7424,loafer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7425,loam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7426,loan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7427,loath,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7428,loathe,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7429,loathing,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7430,loathsome,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7431,lobby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7432,lobbyist,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7433,lobe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7434,local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7435,locale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7436,locality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7437,localization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7438,localize,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7439,locate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7440,location,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7441,loch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7442,lock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7443,locker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7444,locksmith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7445,lockup,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7446,locomotion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7447,locomotive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7448,locust,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7449,lodge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7450,lodger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7451,lodging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7452,loft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7453,lofty,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7454,log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7455,logarithm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7456,logarithmic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7457,logic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7458,logical,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7459,logistics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7460,logotype,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7461,loin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7462,lollipop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7463,lone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7464,loneliness,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7465,lonely,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7466,lonesome,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7467,long,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7468,longevity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7469,longing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7470,longitude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7471,longitudinal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7472,longitudinally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7473,loo,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7474,lookout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7475,loom,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7476,looming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7477,loon,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7478,loony,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7479,loop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7480,loophole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7481,loosen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7482,loosening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7483,loot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7484,lop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7485,lopsided,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7486,lord,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
7487,lords,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7488,lordship,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7489,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7490,lorry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7491,lose,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
7492,losing,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7493,loss,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7494,lost,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7495,lot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7496,lotion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7497,lots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7498,lottery,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7499,lotto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7500,loud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7501,loudly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7502,loudness,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7503,lounge,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7504,louse,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7505,lovable,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
7506,love,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7507,lovely,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
7508,lovemaking,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
7509,lover,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
7510,loving,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
7511,lower,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7512,lowering,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7513,lowest,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7514,lowlands,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7515,lowly,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7516,loyal,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
7517,loyalty,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7518,lubricate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7519,lubrication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7520,luck,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7521,lucky,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7522,ludicrous,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7523,lug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7524,luggage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7525,lull,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7526,lullaby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7527,lumbar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7528,lumber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7529,lumbering,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7530,luminescent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7531,luminous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7532,lump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7533,lumpy,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7534,lunacy,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7535,lunar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7536,lunatic,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7537,lunch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7538,luncheon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7539,lunge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7540,lungs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7541,lurch,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7542,lure,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7543,lurid,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7544,lurk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7545,lurking,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7546,luscious,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7547,lush,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7548,lust,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7549,luster,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7550,lustful,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7551,lustrous,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7552,lusty,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7553,lute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7554,luxuriant,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7555,luxurious,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7556,luxury,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7557,lying,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7558,lymph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7559,lymphatic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7560,lynch,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7561,lynx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7562,lyre,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7563,lyric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7564,lyrical,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7565,mace,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7566,machine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7567,machinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7568,machinist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7569,mackerel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7570,mad,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7571,madam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7572,madame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7573,madden,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7574,madman,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7575,madness,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7576,mafia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7577,magazine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7578,mage,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7579,magenta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7580,maggot,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7581,magic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7582,magical,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7583,magician,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7584,magistrate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7585,magma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7586,magnate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7587,magnet,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7588,magnetism,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7589,magnetite,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7590,magnificence,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
7591,magnificent,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
7592,magnifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7593,magnify,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7594,magnitude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7595,magpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7596,maid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7597,maiden,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7598,mail,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7599,main,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7600,mainland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7601,mainstay,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7602,maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7603,majestic,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
7604,majesty,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7605,major,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7606,majority,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
7607,make,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7608,maker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7609,makeshift,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7610,makeup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7611,malady,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7612,malaise,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7613,malaria,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7614,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7615,malevolent,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7616,malfeasance,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7617,malformation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7618,malice,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7619,malicious,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7620,malign,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7621,malignancy,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7622,malignant,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7623,mall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7624,malleable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7625,mallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7626,malpractice,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7627,mamma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7628,mammal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7629,mammoth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7630,man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7631,manage,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7632,management,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7633,manager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7634,mandamus,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7635,mandarin,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7636,mandate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7637,mandible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7638,mandolin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7639,mandrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7640,mane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7641,maneuver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7642,maneuvering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7643,mange,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7644,manger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7645,mangle,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7646,mango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7647,mangosteen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7648,manhood,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7649,mania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7650,maniac,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7651,maniacal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7652,manicure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7653,manifest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7654,manifestation,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7655,manifested,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
